country,points,price,region_1,winery,description
US,85.0,30.0,Santa Barbara County,Roblar,"This blend of 75% Cabernet Sauvignon and 25% Syrah is fairly weak on the nose, with black cherry, dark spice and crushed rocks emerging with steady swirling. Purple fruits and graphite minerality show up on the palate, but this wine still needs time to come out of its shell."
US,93.0,50.0,Napa Valley,Monticello Vineyards,"A selection of the better barrels from the Home Ranch, the Reserve is fantastically rich and complex. No mere fruit bomb despite scads of flavors ranging from apples and peaches through pears and mangoes, there's also a sleek backbone of steel, all of it wrapped in a rich, honeyed texture. The finish is long and intricately constructed of dusty brown spices."
US,93.0,150.0,Howell Mountain,Arcudi,"From a 2,400-foot elevation vineyard, this wine is unexpectedly elegant and definitively age-worthy. Floral and unusual, the palate brings integrated tannins wrapped around a core of ripe blackberry and cassis. Structured, it has plenty of body and length, bringing an old world sensibility to new world fruit. Drink now through 2022."
US,93.0,45.0,St. Helena,David Fulton,"Here's your basic thermonuclear Petite Sirah. It's huge, powerful, triumphant in its own varietal way. Has the soft lushness and immediate succulence of a modern cult Cabernet, with a vast array of chocolate, blackberry, blueberry and cherry pie filling flavors that are almost candied, but the finish is thoroughly dry. With its firm tannins, it should live for many years. If you're a ?Pet??fan, this is the one to buy."
US,84.0,40.0,Spring Mountain District,Terra Valentine,"There's a vegetable aroma in this wine, not exactly herbs, more like asparagus. In the mouth, the Cab tastes soft, sweet and candied. Average at best, and not an ager."
France,91.0,18.0,Alsace,Cave Freudenreich,"Just off dry, this is a rounded soft wine that takes its name after the sun god Apollo from the sunny exposure of the vineyard. It has a rounded, generous feel as a foil to its more steely, crisp character. A wine that certainly needs aging for 3?? years."
US,92.0,38.0,Russian River Valley,David Bruce,"Spicy cardamom adds to the exotic perfume that opens this wine that is juicy in acidity and bright with crisp red cherry. Refreshing, it takes on more weight and substance as it glides effortlessly to the finish."
US,89.0,32.0,Carneros,Signorello,"Screams Carneros. Fleshy, jammy fruit flavors of cherries, strawberries and raspberries are highlighted by good acidity and drink very dry, with soft but complex tannins. It's not a simple wine, and has enough stuffing to cellar for a few years."
Italy,93.0,38.0,Montefalco Sagrantino,Cantina Fratelli Pardi,"Crushed black raspberry, plum, clove and white pepper are among the inviting aromas of this bold wine. The richly textured palate offers blackberry, mature cherry, black pepper and baking spice. Thanks to smooth, velvety tannins, it seamlessly combines power and grace. Drink 2016??022."
US,87.0,67.0,Paso Robles,Silver Horse,"Soft, lush and ripe, this Cabernet Sauvignon-Merlot blend has extracted black currant, blackberry jam, mocha and oak flavors, with a hint of maple syrup. It's ready to drink now."
Italy,87.0,12.0,Puglia,MatanÃ©,"This wine from southern Italy shows notes of ripe cherry, prune, cinnamon and leather. The mouthfeel is soft and seemingly sweet, making this an excellent pairing partner to tomato-based pasta sauces."
US,84.0,100.0,Napa Valley,Madrigal,An uncomplicated combination of red and black berry bramble with an overlay of coconut shavings provides a ripeness of fruit atop sweetened tannins and dull oak in this wine. It's made to be medium bodied and enjoyable now.
France,92.0,35.0,Alsace,Domaine Michel Fonne,"Flavors of pear peel and tart citrus zest on the nose lead to a slightly spicy palate. Floral notes hover above everything, and mouthwatering freshness and appetizing bitterness around the edges gets all juices flowing. While there is texture there is no heaviness. It's a very appetizing, just off-dry wine with gentle subtlety."
US,85.0,21.0,Sonoma County,Murphy-Goode,"Put some meat on the grill, slather it with barbecue sauce, and enjoy with this spicy Zin. Medium-bodied, it doesn't overwhelm the food but complements it, with dry, classically varietal flavors of wild berries, brambly herbs, white pepper and sandalwood."
US,87.0,12.0,Yakima Valley,Lone Birch,Aromas of red apple and spice lead to rounded fruit flavors that provide easy-drinking appeal. It's a well-priced spot-on example of the variety.
France,87.0,16.0,Bordeaux SupÃ©rieur,ChÃ¢teau Haut Gaudin,"With a fine spicy character, the wine from this estate is richly endowed with blackberry fruits as well as a firmly tannic core. There is no wood aging but the fruit gives the wine an approachable character. Drink from 2018."
US,91.0,36.0,Anderson Valley,Fulcrum,"This smooth, tasty, very well-balanced wine glides over the palate and tastes like Bing cherry spiced with cinnamon and nutmeg. Fresh acidity and fine, firm tannins support the flavors well and keep the wine appetizing and mouthwatering, even in the aftertaste."
US,91.0,38.0,Arroyo Seco,Mesa Del Sol,"A leathery touch of teriyaki and beef char mesh with violet, blueberry and black cassis aromas on the nose of this bottling from deep in the canyons of this appellation. Dark fruits of blueberry and elderberry hang from a strong, cedar-driven tannic structure spiced with vanilla, maple and clove."
Argentina,83.0,24.0,Tupungato,Atipax,"Deep purple in color, and soupy on the nose, with a strong hint of lemon. The palate is almost astringent due to elevated acidity, thus the balance of this Malbec-Cabernet Sauvignon-Bonarda blend is sketchy. Tastes more like grape juice than fine wine, with a hollow, tangy finish."
US,94.0,50.0,Amador County,Renwood,"This wine is a classic of the type that can only improve with time. The aromas show tightly packed spices, superripe fruit and cedar. Dense blackberry, blueberry and dark chocolate flavors fill this full-bodied and lavishly tannic wine to the brim. The color is black, except for a slim ring of deep ruby at the edge. Best after 2025."
US,85.0,20.0,Sonoma County,Blackstone,"A good everyday Cabernet with some aspirations to quality. Even though it's a little rugged and harsh in tannins, it's dry, with oak-inspired flavors of blackberries, black currants, cola and herbs. Drink now."
US,93.0,50.0,Santa Maria Valley,Mattina Fiore,"Cola, beef jerky, roasted meats and dried purple berries hit initially the nose, follow by aromatic woods and black pepper. The flavors are distinctly interesting, with sandalwood, stewed plums, peppered chocolate, soy-braised beef and a tiny bit of reductive tar."
US,88.0,25.0,Sonoma County,Bjornstad,"Strong in flavor, showing the ripeness and crispness of all Bjornstad's Chardonnays, with lemondrop, lime tart, vanilla and buttered toast flavors. Very good, but doesn't quite have the elegance and refinement of the vineyard bottlings."
US,89.0,20.0,Amador County,Renwood,"Very fruity and fresh but also smooth and supple, this full-bodied wine smells like ripe raspberries. Likewise, tastes recall raspberries and red cherries. and feel firm and grippy enough to counterbalance the ripeness and body. It's a very sleek but very big mouthful."
Spain,84.0,8.0,Rioja,J. Garcia Carrion,"Slightly candied red fruit aromas bring a touch of herbal to the show, and the feel and flavor profile are equally tangy, zesty, lean and edgy. Red fruits are what it's about, and palate cleansing potential is its best attribute."
US,86.0,26.0,Sonoma County,Blanchard Family,"The burn of alcohol and natural black pepper spice give this wine a sting. Based on Grenache and Sangiovese, with some Zinfandel, it's rich in black and red currant and cola flavors."
US,85.0,41.0,Paso Robles,Cinquain,"An intensely fruit-driven Syrah marked by jammy blackberry, cherry and raspberry flavors, pepper and melted milk chocolate. Delicious and unidimensional."
France,94.0,28.0,Alsace,Domaine BarmÃ¨s-Buecher,"Yeasty funk still obscures the aromas on the nose. The palate, however, speaks of fluid freshness, of richness and power channelled into precision and softness. The palate is bone dry and we can thus witness the brightness of the fresh acidity counteract masterfully with the richness of a balm-like textured body, leaving a streamlined and elegant Pinot Gris. The length just gets you."
US,89.0,65.0,Red Mountain,Fidelitas,"Coming from one of the state's premier vineyards, barrel-spice aromas are at the fore on first pour, with black-fruit and herb notes far in the background. The dark-fruit flavors are concentrated initially, tapering slightly toward the finish."
Spain,89.0,22.0,Cava,Alta Alella,"Pale salmon in color, this Brut Nature leads with clean, stony aromas that are more neutral than expressive. It's fresh, crisp and tight on the palate, with light, dry currant and raspberry flavors that feel clean on the finish."
Italy,94.0,106.0,Amarone della Valpolicella,Cesari,"Amarone Bosan is a terrifically impressive wine with beautiful tones of polished river stone, savory spice, plum cake, root beer and liquid smoke. Sweet cherry and blackberry flavors are folded within the wine's rich texture and dense concentration. You'll love it."
Spain,91.0,24.0,Rioja,PeÃ±agudo,"Charcoal, cola and licorice are all components of this wine's dark and meaty nose. And the palate hardly disappoints; there's depth and harmony to the berry, coffee and mocha flavors. It feels good and has just enough kick to keep you thinking. A really nice crianza that will settle and only grow more complex over the next few years."
US,88.0,38.0,Santa Cruz Mountains,Cinnabar,"With a buttery, creamy texture, this Chardonnay has oak-inspired flavors of Meyer lemons, sweet limes, honey, vanilla bean and buttered toast. The acidity is key, providing a central zest to the richness."
US,85.0,20.0,Paso Robles,Eberle,"Almost as sweet as a dessert wine, with caramel, butterscotch and honey flavors riding over the underlying pineapple and peach notes. An enjoyable quaff."
France,87.0,18.0,Cahors,ChÃ¢teau du Caillau,"This big, firm wine offers serious tannins as well as rich blackberry fruits. It's a structured, dark wine, spicy from wood aging and ripely concentrated. Drink from 2017."
France,88.0,49.0,Alsace,Emile Beyer,"Crisp and fruity, this bright and fruity wine has attractive acidity as well as spice and a lightly tangy texture. It's still very fresh and needs time to deepen and become richer. Drink from 2016."
US,91.0,44.0,Carneros,Stemmler,"A new designation from the producer, made in tiny amounts, this wine is sourced from vines on the Donum Ranch property grafted to cuttings from the Ferguson Vineyard. Cardamom, dark plum and earthy black cherry mingle on the palate around medium-bodied, softly layered texture and a medium length. A persistence of savory black pepper and black olive tease on the finish."
